frame,queue density
1,0.089235
2,0.119634
3,0.137073
4,0.140571
5,0.145871
6,0.15043
7,0.154776
8,0.158328
9,0.161959
10,0.180166
11,0.184142
12,0.192304
13,0.193179
14,0.19461
15,0.199142
16,0.202004
17,0.206695
18,0.209929
19,0.213242
20,0.214434
21,0.210644
22,0.211439
23,0.212102
24,0.20598
25,0.207199
26,0.219337
27,0.222544
28,0.243375
29,0.261715
30,0.279843
31,0.307565
32,0.291823
33,0.292459
34,0.293731
35,0.293492
36,0.294499
37,0.312627
38,0.32617
39,0.337222
40,0.335738
41,0.337222
42,0.337937
43,0.338255
44,0.338229
45,0.342549
46,0.354899
47,0.356701
48,0.361551
49,0.351692
50,0.353813
51,0.348671
52,0.347001
53,0.343344
54,0.340005
55,0.335208
56,0.349758
57,0.328105
58,0.324368
59,0.322486
60,0.319014
61,0.316629
62,0.31374
63,0.312362
64,0.31003
65,0.306214
66,0.306452
67,0.306134
68,0.305816
69,0.305949
70,0.306611
71,0.307565
72,0.309553
73,0.309394
74,0.308148
75,0.30897
76,0.308572
77,0.309632
78,0.311938
79,0.314191
80,0.312442
81,0.315516
82,0.315092
83,0.331338
84,0.331709
85,0.333617
86,0.331974
87,0.31965
88,0.319465
89,0.318325
90,0.315331
91,0.313767
92,0.31329
93,0.308122
94,0.322407
95,0.326382
96,0.329271
97,0.321638
98,0.307221
99,0.305551
100,0.305365
101,0.305021
102,0.305816
103,0.306638
104,0.311991
105,0.315171
106,0.315808
107,0.315251
108,0.315675
109,0.315171
110,0.315914
111,0.315012
112,0.314668
113,0.315145
114,0.315251
115,0.321903
116,0.327654
117,0.327575
118,0.332663
119,0.330861
120,0.329563
121,0.328237
122,0.328078
123,0.327071
124,0.328184
125,0.328635
126,0.32784
127,0.327469
128,0.327389
129,0.342681
130,0.351374
131,0.352275
132,0.353097
133,0.350155
134,0.351639
135,0.354237
136,0.36884
137,0.386067
138,0.403956
139,0.418665
140,0.429664
141,0.444717
142,0.462527
143,0.480337
144,0.499499
145,0.514075
146,0.527618
147,0.530851
148,0.542036
149,0.549191
150,0.564324
151,0.573892
152,0.577841
153,0.582611
154,0.586454
