frame,queue density
1,0.0179371
2,0.0208673
3,0.0231348
4,0.0237709
5,0.0239617
6,0.0241366
7,0.0242013
8,0.0242787
9,0.0243444
10,0.0243434
11,0.0244165
12,0.0243964
13,0.02439
14,0.0243964
15,0.0241419
16,0.0242236
17,0.0242395
18,0.024249
19,0.0364032
20,0.0380697
21,0.0396259
22,0.040474
23,0.040896
24,0.0412384
25,0.0413529
26,0.0412829
27,0.0413942
28,0.0413614
29,0.0413698
30,0.04132
31,0.0412977
32,0.0416857
33,0.0472259
34,0.0478514
35,0.0471634
36,0.0440434
37,0.0430946
38,0.0432113
39,0.0433756
40,0.0438579
41,0.0441685
42,0.0439936
43,0.0453845
44,0.0474538
45,0.0483761
46,0.049608
47,0.0487949
48,0.0436788
49,0.0473033
50,0.048144
51,0.0494532
52,0.049221
53,0.0476733
54,0.0470107
55,0.0458859
56,0.0465294
57,0.0449223
58,0.0450845
59,0.0449551
60,0.0500638
61,0.049803
62,0.0478227
63,0.0466789
64,0.0455541
65,0.0448428
66,0.0450209
67,0.0441791
68,0.0437265
69,0.0436247
70,0.0438367
71,0.0440487
72,0.044194
73,0.0440434
74,0.0440445
75,0.0440328
76,0.0441664
77,0.0446615
78,0.0451322
79,0.0454704
80,0.0454916
81,0.0486708
82,0.0485447
83,0.0438632
84,0.0436597
85,0.0434286
86,0.0435452
87,0.0436862
88,0.0440116
89,0.0441049
90,0.0431869
91,0.0476701
92,0.0474475
93,0.0440297
94,0.0446721
95,0.0444314
96,0.0442873
97,0.043453
98,0.0433957
99,0.0435409
100,0.0434095
101,0.0434996
102,0.0435696
103,0.0435865
104,0.0436713
105,0.0434042
106,0.04326
107,0.0436565
108,0.0435759
109,0.0433893
110,0.0434371
111,0.0434286
112,0.0433862
113,0.0434508
114,0.0433936
115,0.0433968
116,0.0435611
117,0.0435515
118,0.043577
119,0.0434349
120,0.0434625
121,0.0434127
122,0.043383
123,0.0432431
124,0.0431021
125,0.0431911
126,0.0431551
127,0.0432102
128,0.0432091
129,0.0432908
130,0.0434265
131,0.0433045
132,0.0433427
133,0.0433597
134,0.0434943
135,0.0435378
136,0.0436777
137,0.0437996
138,0.0435017
139,0.0436777
140,0.0434911
141,0.0436109
142,0.0438431
143,0.0439321
144,0.0436523
145,0.0436014
146,0.0434795
147,0.0435484
148,0.0436798
149,0.0437763
150,0.0437084
151,0.043895
152,0.0441081
153,0.0443466
154,0.044442
155,0.0442353
156,0.0437996
157,0.0434773
158,0.0434667
159,0.0435325
160,0.043612
161,0.0542502
162,0.0545704
163,0.0548545
164,0.0549838
165,0.0545598
166,0.0529961
167,0.0547538
168,0.0550803
169,0.0554312
170,0.0553167
171,0.0558022
172,0.0558849
173,0.0555298
174,0.0558171
175,0.0560217
176,0.0560248
177,0.0560015
178,0.0563227
179,0.0561573
180,0.05721
181,0.0579182
182,0.057209
183,0.0574507
184,0.0576426
185,0.058585
186,0.0639969
187,0.0651036
188,0.0649976
189,0.0658054
190,0.0638993
191,0.0637711
192,0.0642916
193,0.0637584
194,0.0646722
195,0.0646838
196,0.0607392
197,0.0653337
198,0.0623484
199,0.0616434
200,0.061847
201,0.0615279
202,0.0619074
203,0.0633142
204,0.0634859
205,0.0646298
206,0.0639343
207,0.0633513
208,0.0658065
209,0.066169
210,0.0660567
211,0.0661828
212,0.0657418
213,0.0652415
214,0.0643806
215,0.0622382
216,0.0626092
217,0.0634477
218,0.0636121
219,0.063646
220,0.0638834
221,0.0640456
222,0.0640976
223,0.0642322
224,0.0642513
225,0.0644093
226,0.0646563
227,0.0648163
228,0.0648789
229,0.0645958
230,0.0647125
231,0.0647633
232,0.0650252
233,0.0652001
