frame,dyanamic density
73.4667,0.013
73.6667,0.0065
73.8667,0.0065
74.0667,0.026
74.2667,0.0195
74.4667,0.0065
74.6667,0.013
74.8667,0.0195
75.0667,0.0325
75.2667,0.0325
75.4667,0.0325
75.6667,0.026
75.8667,0.0065
76.0667,0.0325
76.2667,0.0195
76.4667,0.0325
76.6667,0.0325
76.8667,0.0325
77.0667,0.0585
77.2667,0.026
77.4667,0.039
77.6667,0.039
77.8667,0.0455
78.0667,0.0455
78.2667,0.0455
78.4667,0.0585
78.6667,0.0585
78.8667,0.026
79.0667,0.065
79.2667,0.0325
79.4667,0.039
79.6667,0.013
79.8667,0.013
80.0667,0.0065
80.2667,0.013
80.4667,0
80.6667,0
80.8667,0
81.0667,0
81.2667,0
81.4667,0
81.6667,0.0065
81.8667,0.013
82.0667,0.0195
82.2667,0
82.4667,0
82.6667,0.013
82.8667,0.0065
83.0667,0.013
83.2667,0.0065
83.4667,0
83.6667,0.013
83.8667,0.013
84.0667,0.013
84.2667,0.026
84.4667,0.0195
84.6667,0.013
84.8667,0.013
85.0667,0.013
85.2667,0.0065
85.4667,0.026
85.6667,0.0065
85.8667,0.0195
86.0667,0.013
86.2667,0.013
86.4667,0.0065
86.6667,0.013
86.8667,0.026
87.0667,0.026
87.2667,0
87.4667,0.0065
87.6667,0.0065
87.8667,0
88.0667,0
88.2667,0.0195
88.4667,0.013
88.6667,0
88.8667,0
89.0667,0
89.2667,0
89.4667,0
89.6667,0
89.8667,0
90.0667,0.0065
90.2667,0
90.4667,0.0065
90.6667,0
90.8667,0.013
91.0667,0.026
91.2667,0.0325
91.4667,0
91.6667,0
91.8667,0
92.0667,0.013
92.2667,0.0065
92.4667,0
92.6667,0
92.8667,0
93.0667,0
93.2667,0
93.4667,0
93.6667,0
93.8667,0
94.0667,0
94.2667,0
94.4667,0
94.6667,0
94.8667,0
95.0667,0.0065
95.2667,0
95.4667,0.078
95.6667,0.0715
95.8667,0.091
96.0667,0.117
96.2667,0.0975
96.4667,0.143
96.6667,0.2015
96.8667,0.1625
97.0667,0.1755
97.2667,0.1755
97.4667,0.1885
97.6667,0.1625
97.8667,0.3185
98.0667,0.3315
98.2667,0.3055
98.4667,0.338
98.6667,0.2925
98.8667,0.3185
99.0667,0.2145
99.2667,0.3185
99.4667,0.2535
99.6667,0.221
99.8667,0.403
100.067,0.4095
100.267,0.416
100.467,0.4225
100.667,0.429
100.867,0.4355
101.067,0.4355
101.267,0.416
101.467,0.416
101.667,0.416
101.867,0.416
102.067,0.429
102.267,0.4355
102.467,0.429
102.667,0.416
102.867,0.429
103.067,0.442
103.267,0.52
103.467,0.4485
103.667,0.637
103.867,0.6435
104.067,0.5915
104.267,0.637
104.467,0.572
104.667,0.585
104.867,0.6305
105.067,0.624
105.267,0.5915
105.467,0.6305
105.667,0.637
105.867,0.481
106.067,0.6305
106.267,0.624
106.467,0.637
106.667,0.6175
106.867,0.598
107.067,0.5915
107.267,0.637
107.467,0.6435
107.667,0.637
107.867,0.637
108.067,0.637
108.267,0.6435
108.467,0.6435
108.667,0.6305
108.867,0.637
109.067,0.65
109.267,0.6045
109.467,0.507
109.667,0.6305
109.867,0.5785
110.067,0.624
110.267,0.5395
110.467,0.6435
110.667,0.6305
110.867,0.5525
111.067,0.5785
111.267,0.52
111.467,0.572
111.667,0.4875
111.867,0.5655
112.067,0.559
112.267,0.3185
112.467,0.338
112.667,0.3705
112.867,0.325
113.067,0.286
113.267,0.221
113.467,0.2145
113.667,0.26
113.867,0.2925
114.067,0.416
114.267,0.4745
114.467,0.481
114.667,0.4745
114.867,0.4355
115.067,0.39
115.267,0.312
115.467,0.1495
115.667,0.1495
115.867,0.117
116.067,0.2275
116.267,0.2535
116.467,0.273
116.667,0.3055
116.867,0.4745
117.067,0.416
117.267,0.4225
117.467,0.403
117.667,0.351
117.867,0.507
118.067,0.481
118.267,0.364
118.467,0.3575
118.667,0.429
118.867,0.416
119.067,0.286
119.267,0.273
119.467,0.2925
119.667,0.325
119.867,0.4485
120.067,0.325
120.267,0.4485
120.467,0.39
120.667,0.351
120.867,0.5785
121.067,0.572
121.267,0.546
121.467,0.429
121.667,0.2925
121.867,0.325
122.067,0.39
122.267,0.221
122.467,0.3315
122.667,0.338
122.867,0.351
123.067,0.234
123.267,0.2145
123.467,0.2405
123.667,0.2275
123.867,0.247
124.067,0.312
124.267,0.234
124.467,0.429
124.667,0.481
124.867,0.39
125.067,0.442
125.267,0.403
125.467,0.3835
125.667,0.4355
125.867,0.3445
126.067,0.403
126.267,0.377
126.467,0.2275
126.667,0.143
126.867,0.117
127.067,0.26
127.267,0.1885
127.467,0.2145
127.667,0.2275
127.867,0.3055
128.067,0.3835
128.267,0.4615
128.467,0.429
128.667,0.416
128.867,0.26
129.067,0.351
129.267,0.39
129.467,0.2405
129.667,0.273
129.867,0.26
130.067,0.1625
130.267,0.091
130.467,0.039
130.667,0.013
130.867,0.0065
131.067,0
131.267,0
131.467,0
131.667,0
131.867,0
132.067,0
132.267,0
132.467,0
132.667,0
132.867,0
133.067,0
133.267,0.0065
133.467,0.0065
133.667,0.078
133.867,0.117
134.067,0.2015
134.267,0.2665
134.467,0.221
134.667,0.208
134.867,0.065
135.067,0.117
135.267,0.156
135.467,0.1105
135.667,0.4355
135.867,0.468
136.067,0.481
136.267,0.442
136.467,0.247
136.667,0.39
136.867,0.377
137.067,0.208
137.267,0.234
137.467,0.1105
137.667,0.0325
137.867,0.0195
138.067,0.0065
138.267,0.039
138.467,0.0195
138.667,0
138.867,0.0195
139.067,0.0195
139.267,0
139.467,0.0325
139.667,0.0195
139.867,0
140.067,0.0195
140.267,0.0195
140.467,0.039
140.667,0.0585
140.867,0.0585
141.067,0.1365
141.267,0.0845
141.467,0.0715
141.667,0.104
141.867,0.286
142.067,0.2925
142.267,0.234
142.467,0.221
142.667,0.221
142.867,0.234
143.067,0.2535
143.267,0.26
143.467,0.2925
143.667,0.325
143.867,0.299
144.067,0.169
144.267,0.1235
144.467,0.2145
144.667,0.234
144.867,0.156
145.067,0.195
145.267,0.1495
145.467,0.1365
145.667,0.1105
145.867,0.169
146.067,0.104
146.267,0.0975
146.467,0.013
146.667,0.0065
146.867,0.013
147.067,0.0195
147.267,0.013
147.467,0.026
147.667,0.0065
147.867,0.013
148.067,0.026
148.267,0.0195
148.467,0.013
148.667,0.0195
148.867,0.013
149.067,0.0195
149.267,0.0065
149.467,0.0065
149.667,0.0065
149.867,0
150.067,0.0195
150.267,0.0065
150.467,0.0195
150.667,0.039
150.867,0.013
151.067,0.013
151.267,0.0585
151.467,0.1625
151.667,0.273
151.867,0.234
152.067,0.3315
152.267,0.3055
152.467,0.351
152.667,0.3575
152.867,0.377
153.067,0.325
153.267,0.4225
153.467,0.429
153.667,0.3835
153.867,0.2665
154.067,0.325
154.267,0.3055
154.467,0.2405
154.667,0.26
154.867,0.195
155.067,0.182
155.267,0.221
155.467,0.1755
155.667,0.2015
155.867,0.1365
156.067,0.13
156.267,0.104
156.467,0.078
156.667,0.0455
156.867,0.091
157.067,0.0975
157.267,0.0975
157.467,0.1105
157.667,0.1235
157.867,0.143
158.067,0.1105
158.267,0.1625
158.467,0.0455
158.667,0.0455
158.867,0.026
159.067,0.052
159.267,0.0715
159.467,0.1105
159.667,0.1365
159.867,0.117
160.067,0.143
160.267,0.104
160.467,0.156
160.667,0.078
160.867,0.065
161.067,0.0325
161.267,0.013
161.467,0
161.667,0
161.867,0.0065
162.067,0
162.267,0.0195
162.467,0.0455
162.667,0.1235
162.867,0.1495
163.067,0.156
163.267,0.13
163.467,0.1365
163.667,0.1495
163.867,0.143
164.067,0.1235
164.267,0.1235
164.467,0.0975
164.667,0.0065
164.867,0
165.067,0.0455
165.267,0.091
165.467,0.104
165.667,0.104
165.867,0.0845
166.067,0.1235
166.267,0.091
166.467,0.091
166.667,0.13
166.867,0.104
167.067,0.065
167.267,0.0455
167.467,0.0845
167.667,0.182
167.867,0.195
168.067,0.156
168.267,0.2275
168.467,0.2535
168.667,0.351
168.867,0.2665
169.067,0.325
169.267,0.312
169.467,0.3185
169.667,0.208
169.867,0.13
170.067,0.156
170.267,0.091
170.467,0.0325
170.667,0
170.867,0
171.067,0
171.267,0
171.467,0
171.667,0
171.867,0
172.067,0
172.267,0
172.467,0
172.667,0
172.867,0
173.067,0
173.267,0
173.467,0
173.667,0
173.867,0
174.067,0
174.267,0
174.467,0
174.667,0
174.867,0.0065
175.067,0.052
175.267,0.065
175.467,0.1755
175.667,0.1235
175.867,0.1495
176.067,0.1235
176.267,0.2535
176.467,0.2535
176.667,0.39
176.867,0.286
177.067,0.364
177.267,0.3055
177.467,0.3445
177.667,0.3055
177.867,0.2795
178.067,0.325
178.267,0.2015
178.467,0.0715
178.667,0.0715
178.867,0.0715
179.067,0.091
179.267,0.117
179.467,0.1105
179.667,0.1365
179.867,0.143
180.067,0.156
180.267,0.1495
180.467,0.156
180.667,0.1365
180.867,0.13
181.067,0.1235
181.267,0.143
181.467,0.1365
181.667,0.143
181.867,0.1235
182.067,0.1625
182.267,0.1755
182.467,0.2665
182.667,0.221
182.867,0.3055
183.067,0.2925
183.267,0.2795
183.467,0.2145
183.667,0.221
183.867,0.26
184.067,0.299
184.267,0.2665
184.467,0.2665
184.667,0.2145
184.867,0.3055
185.067,0.2925
185.267,0.26
185.467,0.26
185.667,0.3185
185.867,0.2925
186.067,0.338
186.267,0.2535
186.467,0.182
186.667,0.182
186.867,0.143
187.067,0
187.267,0
187.467,0
187.667,0.039
187.867,0
188.067,0
188.267,0
188.467,0
188.667,0
188.867,0
189.067,0.0065
189.267,0
189.467,0
189.667,0.0065
189.867,0
190.067,0.013
190.267,0.0065
190.467,0.013
190.667,0.0065
190.867,0
191.067,0
191.267,0.0065
191.467,0
191.667,0
191.867,0.0195
192.067,0.104
192.267,0.104
192.467,0.104
192.667,0.1495
192.867,0.1235
193.067,0.143
193.267,0.13
193.467,0.1235
193.667,0.1105
193.867,0.1495
194.067,0.13
194.267,0.117
194.467,0.117
194.667,0.091
194.867,0.078
195.067,0.0845
195.267,0.091
195.467,0.1105
195.667,0.1105
195.867,0.052
196.067,0.065
196.267,0.039
196.467,0.052
196.667,0.052
196.867,0.078
197.067,0.052
197.267,0.065
197.467,0.052
197.667,0.0585
197.867,0.065
198.067,0.104
198.267,0.0975
198.467,0.0975
198.667,0.0715
198.867,0.065
199.067,0.1105
199.267,0.1235
199.467,0.117
199.667,0.1235
199.867,0.1495
200.067,0.1365
200.267,0.156
200.467,0.2015
200.667,0.1755
200.867,0.286
201.067,0.3055
201.267,0.2925
201.467,0.312
201.667,0.273
201.867,0.3185
202.067,0.3705
202.267,0.3705
202.467,0.273
202.667,0.2535
202.867,0.2145
203.067,0.2535
203.267,0.3185
203.467,0.26
203.667,0.2925
203.867,0.312
204.067,0.286
204.267,0.338
204.467,0.325
204.667,0.3705
204.867,0.2535
205.067,0.273
205.267,0.273
205.467,0.2275
205.667,0.182
205.867,0.156
206.067,0.182
206.267,0.1625
206.467,0.13
206.667,0.208
206.867,0.208
207.067,0.195
207.267,0.156
207.467,0.1235
207.667,0.1625
207.867,0.1495
208.067,0.13
208.267,0.13
208.467,0.1105
208.667,0.026
208.867,0.0325
209.067,0.0325
209.267,0.039
209.467,0.0455
209.667,0.0325
209.867,0.0715
210.067,0.065
210.267,0.065
210.467,0.065
210.667,0.0845
210.867,0.039
211.067,0
211.267,0
211.467,0
211.667,0.0065
211.867,0
212.067,0
212.267,0
212.467,0
212.667,0.0065
212.867,0.0065
213.067,0.0065
213.267,0.0065
213.467,0.013
213.667,0
213.867,0.0195
214.067,0.026
214.267,0
214.467,0
214.667,0.0065
214.867,0.0065
215.067,0.0195
215.267,0.052
215.467,0.0195
215.667,0.013
215.867,0.013
216.067,0.0065
216.267,0.0195
216.467,0.026
216.667,0.0195
216.867,0
217.067,0
217.267,0
217.467,0
217.667,0
217.867,0
218.067,0
218.267,0
218.467,0
218.667,0
218.867,0
219.067,0.013
219.267,0
219.467,0
219.667,0
219.867,0
220.067,0
220.267,0
220.467,0
220.667,0
220.867,0
221.067,0
221.267,0
221.467,0
221.667,0
221.867,0
222.067,0.0065
222.267,0.013
222.467,0.0065
222.667,0.013
222.867,0.013
223.067,0.013
223.267,0.013
223.467,0.013
223.667,0.013
223.867,0.013
224.067,0.013
224.267,0.013
224.467,0.013
224.667,0.0065
224.867,0.013
225.067,0.013
225.267,0.013
225.467,0.0065
225.667,0.013
225.867,0.013
226.067,0.013
226.267,0.0065
226.467,0
226.667,0
226.867,0
227.067,0.0065
227.267,0.0065
227.467,0
227.667,0
227.867,0
228.067,0
228.267,0
228.467,0
228.667,0
228.867,0
229.067,0
229.267,0
229.467,0
229.667,0
229.867,0
230.067,0
230.267,0
230.467,0
230.667,0
230.867,0
231.067,0
231.267,0
231.467,0
231.667,0
231.867,0
232.067,0
232.267,0
232.467,0
232.667,0
232.867,0
233.067,0
233.267,0
233.467,0
233.667,0
233.867,0
234.067,0
234.267,0
234.467,0
234.667,0
234.867,0
235.067,0
235.267,0
235.467,0
235.667,0
235.867,0
236.067,0
236.267,0
236.467,0
236.667,0
236.867,0
237.067,0
237.267,0
237.467,0
237.667,0
237.867,0
238.067,0
238.267,0
238.467,0
238.667,0
238.867,0
239.067,0
239.267,0
239.467,0
239.667,0
239.867,0
240.067,0
240.267,0
240.467,0
240.667,0
240.867,0
241.067,0
241.267,0
241.467,0
241.667,0
241.867,0
242.067,0
242.267,0
242.467,0
242.667,0
242.867,0
243.067,0
243.267,0
243.467,0
243.667,0
243.867,0
244.067,0
244.267,0
244.467,0
244.667,0
244.867,0
245.067,0
245.267,0
245.467,0
245.667,0
245.867,0
246.067,0
246.267,0
246.467,0
246.667,0
246.867,0.0065
247.067,0.0845
247.267,0.065
247.467,0.065
247.667,0.065
247.867,0.0715
248.067,0.052
248.267,0.0585
248.467,0.0715
248.667,0.0845
248.867,0.065
249.067,0.0845
249.267,0.0585
249.467,0.026
249.667,0
249.867,0
250.067,0
250.267,0
250.467,0
250.667,0
250.867,0
251.067,0
251.267,0
251.467,0
251.667,0
251.867,0
252.067,0.065
252.267,0.065
252.467,0.065
252.667,0.078
252.867,0.078
253.067,0.0975
253.267,0.104
253.467,0.117
253.667,0.104
253.867,0.1105
254.067,0.0585
254.267,0
254.467,0
254.667,0
254.867,0
255.067,0
255.267,0
255.467,0
255.667,0
255.867,0
256.067,0
256.267,0
256.467,0
256.667,0
256.867,0
257.067,0.0195
257.267,0.0195
257.467,0.0065
257.667,0.013
257.867,0.013
258.067,0.026
258.267,0.0325
258.467,0.026
258.667,0.052
258.867,0.052
259.067,0.052
259.267,0.026
259.467,0.0585
259.667,0.0455
259.867,0.0715
260.067,0.052
260.267,0.065
260.467,0.039
260.667,0.0325
260.867,0.039
261.067,0.0455
261.267,0.0325
261.467,0.0325
261.667,0.0195
261.867,0.013
262.067,0.013
262.267,0.013
262.467,0.013
262.667,0.013
262.867,0.0195
263.067,0.0065
263.267,0.0065
263.467,0
263.667,0
263.867,0.0065
264.067,0.013
264.267,0.0065
264.467,0.0065
264.667,0
264.867,0.013
265.067,0.0195
265.267,0.0065
265.467,0.0195
265.667,0.013
265.867,0.013
266.067,0.0195
266.267,0
266.467,0
266.667,0
266.867,0
267.067,0
267.267,0
267.467,0
267.667,0
267.867,0.0065
268.067,0.0065
268.267,0
268.467,0
268.667,0
268.867,0
269.067,0
269.267,0
269.467,0
269.667,0
269.867,0
270.067,0
270.267,0
270.467,0
270.667,0
270.867,0
271.067,0
271.267,0
271.467,0
271.667,0
271.867,0
272.067,0
272.267,0
272.467,0
272.667,0
272.867,0
273.067,0
273.267,0
273.467,0
273.667,0
273.867,0
274.067,0
274.267,0
274.467,0
274.667,0
274.867,0.0065
275.067,0
275.267,0
275.467,0
275.667,0
275.867,0.0065
276.067,0.0065
276.267,0.026
276.467,0
276.667,0.026
276.867,0.039
277.067,0.039
277.267,0.065
277.467,0.0715
277.667,0.065
277.867,0.091
278.067,0.065
278.267,0.026
278.467,0.0455
278.667,0.0975
278.867,0.0845
279.067,0.104
279.267,0.0845
279.467,0.0715
279.667,0.1365
279.867,0.104
280.067,0.156
280.267,0.2405
280.467,0.2925
280.667,0.325
280.867,0.351
281.067,0.338
281.267,0.299
281.467,0.247
281.667,0.2925
281.867,0.2145
282.067,0.247
282.267,0.4095
282.467,0.4355
282.667,0.364
282.867,0.481
283.067,0.3705
283.267,0.4355
283.467,0.5135
283.667,0.4745
283.867,0.494
284.067,0.377
284.267,0.403
284.467,0.468
284.667,0.481
284.867,0.4875
285.067,0.468
285.267,0.598
285.467,0.611
285.667,0.598
285.867,0.6175
286.067,0.6175
286.267,0.6305
286.467,0.5395
286.667,0.572
286.867,0.585
287.067,0.3835
287.267,0.468
287.467,0.338
287.667,0.195
287.867,0.351
288.067,0.4225
288.267,0.312
288.467,0.234
288.667,0.26
288.867,0.3445
289.067,0.6175
289.267,0.494
289.467,0.507
289.667,0.429
289.867,0.429
290.067,0.546
290.267,0.52
290.467,0.4095
290.667,0.5915
290.867,0.4225
291.067,0.4225
291.267,0.4355
291.467,0.39
291.667,0.494
291.867,0.338
292.067,0.3445
292.267,0.455
292.467,0.6175
292.667,0.533
292.867,0.637
293.067,0.6045
293.267,0.6305
293.467,0.6305
293.667,0.5915
293.867,0.585
294.067,0.5785
294.267,0.3705
294.467,0.39
294.667,0.5395
294.867,0.598
295.067,0.585
295.267,0.6045
295.467,0.6175
295.667,0.6175
295.867,0.52
296.067,0.585
296.267,0.572
296.467,0.6045
296.667,0.5135
296.867,0.4485
297.067,0.5135
297.267,0.416
297.467,0.39
297.667,0.3705
297.867,0.481
298.067,0.3445
298.267,0.2535
298.467,0.312
298.667,0.3835
298.867,0.325
299.067,0.364
299.267,0.3055
299.467,0.221
299.667,0.2145
299.867,0.195
300.067,0.377
300.267,0.3055
300.467,0.403
300.667,0.403
300.867,0.403
301.067,0.442
301.267,0.5785
301.467,0.624
301.667,0.5785
301.867,0.4095
302.067,0.6435
302.267,0.559
302.467,0.559
302.667,0.6435
302.867,0.5785
303.067,0.5915
303.267,0.4875
303.467,0.598
303.667,0.637
303.867,0.6175
304.067,0.624
304.267,0.6175
304.467,0.6045
304.667,0.5525
304.867,0.598
305.067,0.624
305.267,0.6305
305.467,0.598
305.667,0.585
305.867,0.5265
306.067,0.52
306.267,0.585
306.467,0.494
306.667,0.468
306.867,0.403
307.067,0.598
307.267,0.468
307.467,0.403
307.667,0.4615
307.867,0.4745
308.067,0.442
308.267,0.403
308.467,0.494
308.667,0.4095
308.867,0.4615
309.067,0.4875
309.267,0.3965
309.467,0.312
309.667,0.3705
309.867,0.416
310.067,0.325
310.267,0.2925
310.467,0.2665
310.667,0.3445
310.867,0.3835
311.067,0.3315
311.267,0.4355
311.467,0.325
311.667,0.2925
311.867,0.3705
312.067,0.5135
312.267,0.429
312.467,0.2665
312.667,0.442
312.867,0.364
313.067,0.312
313.267,0.364
313.467,0.3575
313.667,0.4095
313.867,0.377
314.067,0.4745
314.267,0.5785
314.467,0.637
314.667,0.494
314.867,0.637
315.067,0.6435
315.267,0.624
315.467,0.598
315.667,0.624
315.867,0.533
316.067,0.5135
316.267,0.351
316.467,0.3835
316.667,0.286
316.867,0.2665
317.067,0.3705
317.267,0.3835
317.467,0.273
317.667,0.2405
317.867,0.2925
318.067,0.234
318.267,0.1105
318.467,0.0975
318.667,0.0845
318.867,0.013
319.067,0
319.267,0
319.467,0
319.667,0
319.867,0
320.067,0
320.267,0
320.467,0
320.667,0.0065
320.867,0.013
321.067,0.0195
321.267,0.0065
321.467,0
321.667,0.0195
321.867,0.0065
322.067,0
322.267,0.052
322.467,0.0325
322.667,0.0455
322.867,0.052
323.067,0
323.267,0.0325
323.467,0.039
323.667,0.0455
323.867,0.052
324.067,0.026
324.267,0.0455
324.467,0.026
324.667,0.0325
324.867,0.026
325.067,0.026
325.267,0.0455
325.467,0.0455
325.667,0.026
325.867,0.0195
326.067,0.0065
326.267,0.026
326.467,0.0065
326.667,0.0455
326.867,0.0065
327.067,0.0065
327.267,0
327.467,0
327.667,0
327.867,0.026
328.067,0.0845
328.267,0.104
328.467,0.104
328.667,0.156
328.867,0.208
329.067,0.2015
329.267,0.273
329.467,0.3445
329.667,0.169
329.867,0.2535
330.067,0.1495
330.267,0.1755
330.467,0.1105
330.667,0.117
330.867,0.065
331.067,0.065
331.267,0.091
331.467,0.13
331.667,0.1625
331.867,0.1365
332.067,0.3185
332.267,0.286
332.467,0.3055
332.667,0.2145
332.867,0.2665
333.067,0.2145
333.267,0.221
333.467,0.1885
333.667,0.1235
333.867,0.104
334.067,0.091
334.267,0.013
334.467,0
334.667,0.0195
334.867,0.0585
335.067,0.0845
335.267,0.0845
335.467,0.1105
335.667,0.13
335.867,0.1365
336.067,0.143
336.267,0.1495
336.467,0.156
336.667,0.1495
336.867,0.0585
337.067,0.117
337.267,0.2275
337.467,0.1755
337.667,0.1625
337.867,0.156
338.067,0.2535
338.267,0.273
338.467,0.169
338.667,0.156
338.867,0.078
339.067,0.0845
339.267,0.039
339.467,0.0715
339.667,0.0195
339.867,0.104
340.067,0.065
340.267,0.052
340.467,0.065
340.667,0.026
340.867,0.0065
341.067,0
341.267,0
341.467,0
341.667,0
341.867,0
342.067,0
342.267,0
342.467,0
342.667,0
342.867,0
343.067,0
343.267,0
