frame,dynamic density
1,0.100216
2,0.111284
3,0.140353
4,0.129085
5,0.102938
6,0.109186
7,0.140173
8,0.106661
9,0.123528
10,0.100538
11,0.126512
12,0.16403
13,0.147576
14,0.159281
15,0.199851
16,0.116598
17,0.0809417
18,0.0807
19,0.0774264
20,0.0787918
21,0.0804138
22,0.0624905
23,0.127402
24,0.0771073
25,0.0480814
26,0.0711124
27,0.0560651
28,0.0716509
29,0.0759974
30,0.0882236
31,0.0949681
32,0.119157
33,0.0783137
34,0.0639746
35,0.100378
36,0.0917188
37,0.101463
38,0.118483
39,0.120893
40,0.140084
41,0.119565
42,0.117675
43,0.123455
44,0.134404
45,0.147321
46,0.147033
47,0.153657
48,0.179812
49,0.114562
50,0.0975664
51,0.0985682
52,0.102404
53,0.0984378
54,0.11473
55,0.138004
56,0.0932539
57,0.140053
58,0.113043
59,0.121882
60,0.106072
61,0.112339
62,0.127358
63,0.0987654
64,0.0957091
65,0.129394
66,0.0851323
67,0.0679903
68,0.0738093
69,0.0606247
70,0.0539767
71,0.0372619
72,0.0460736
73,0.144518
74,0.0856963
75,0.0605791
76,0.0776426
77,0.0763896
78,0.0659337
79,0.0599791
80,0.0700332
81,0.040315
82,0.0914347
83,0.0638983
84,0.0681101
85,0.0461668
86,0.0394797
87,0.0474305
88,0.0555298
89,0.0263046
90,0.112878
91,0.0391924
92,0.0214694
93,0.0205556
94,0.0222221
95,0.0267965
96,0.0316571
97,0.024214
98,0.0612841
99,0.0555605
100,0.0555987
101,0.0564669
102,0.0583899
103,0.0263957
104,0.0332706
105,0.0317769
106,0.0402663
107,0.114343
108,0.0522678
109,0.0687451
110,0.0600331
111,0.0444537
112,0.055623
113,0.0289835
114,0.0446965
115,0.0847698
116,0.0847507
117,0.0828891
118,0.0903216
119,0.0685554
120,0.0332144
121,0.0564701
122,0.038992
123,0.1077
124,0.0822881
125,0.0585415
126,0.0619975
127,0.0245766
128,0.0267922
129,0.0355106
130,0.0525731
131,0.0595603
132,0.113051
133,0.0850783
134,0.0748864
135,0.0827004
136,0.0752436
137,0.0977901
138,0.108587
139,0.121598
140,0.205378
141,0.175155
142,0.195032
143,0.225115
144,0.212142
145,0.246731
146,0.244421
147,0.254237
148,0.280072
149,0.259177
150,0.291359
151,0.264997
152,0.265497
153,0.265296
154,0.26016
155,0.26823
156,0.265139
157,0.302532
158,0.319341
159,0.272425
160,0.295723
161,0.268724
162,0.279615
163,0.2705
164,0.281574
165,0.307791
166,0.187469
167,0.0200086
168,0.0363544
169,0.0520218
170,0.0690176
171,0.0726092
172,0.0780052
173,0.0847359
174,0.0702696
175,0.0853168
176,0.0802717
177,0.107723
178,0.107388
179,0.0825001
180,0.0897311
181,0.105789
182,0.14906
183,0.133343
184,0.125639
185,0.117783
186,0.106987
187,0.158919
188,0.327772
189,0.308867
190,0.342141
191,0.321666
192,0.272739
193,0.0554948
194,0.151134
195,0.185365
196,0.104936
197,0.110427
198,0.165901
199,0.0821937
200,0.0873808
201,0.0930185
202,0.0919118
203,0.0983986
204,0.106819
205,0.111216
206,0.120211
207,0.153725
208,0.090646
209,0.115184
210,0.140645
211,0.131982
212,0.131818
213,0.119896
214,0.0814707
215,0.130931
216,0.0852066
217,0.0785374
218,0.081829
219,0.0847083
220,0.0873077
221,0.100609
222,0.0895573
223,0.188765
224,0.113876
225,0.139937
226,0.144094
227,0.141806
228,0.14147
229,0.109922
230,0.155063
231,0.138756
232,0.276051
233,0.189452
234,0.125348
235,0.145793
236,0.164379
237,0.164418
238,0.145817
239,0.16596
240,0.248082
241,0.145515
242,0.193188
243,0.181644
244,0.118619
245,0.120443
246,0.0855553
247,0.0594713
248,0.226602
249,0.0478471
250,0.127761
251,0.0888088
252,0.137398
253,0.107421
254,0.0730651
255,0.0845514
256,0.0779013
257,0.192995
258,0.132841
259,0.0776808
260,0.0398666
261,0.024689
262,0.0283813
263,0.0128327
264,0.0183961
265,0.0491214
266,0.0274675
267,0.0250674
268,0.027546
269,0.0445629
270,0.0625583
271,0.0621215
272,0.080911
273,0.220608
274,0.0628827
275,0.0952607
276,0.071071
277,0.0424374
278,0.054547
279,0.0670447
280,0.0679246
281,0.0488076
282,0.160643
283,0.0386167
284,0.0408652
285,0.0474665
286,0.0382722
287,0.0761945
288,0.0778271
289,0.0563164
290,0.174233
291,0.101062
292,0.0930058
293,0.107491
294,0.0678504
295,0.0618141
296,0.0400998
297,0.0538749
298,0.0303945
299,0.0777974
300,0.046575
301,0.0476065
302,0.273758
303,0.094138
304,0.0873745
305,0.0730555
306,0.0290768
307,0.0621247
308,0.0451004
309,0.0433353
310,0.189601
311,0.0866324
312,0.108443
313,0.0765476
314,0.0875547
315,0.0821078
316,0.0856476
317,0.106737
318,0.195261
319,0.135729
320,0.0923241
321,0.0997895
322,0.0619413
323,0.0541643
324,0.0441611
325,0.045675
326,0.058867
327,0.146651
328,0.0776501
329,0.0474369
330,0.0411652
331,0.0593271
332,0.034672
333,0.0855034
334,0.113725
335,0.218095
336,0.129875
337,0.146884
338,0.117966
339,0.0963028
340,0.0789498
341,0.0842737
342,0.103624
343,0.0914761
344,0.0652945
345,0.120973
346,0.161075
347,0.107635
348,0.119481
349,0.0799399
350,0.112084
351,0.0908262
352,0.0991227
353,0.0819721
354,0.144253
355,0.154322
356,0.122361
357,0.103283
358,0.118555
359,0.078248
360,0.0928913
361,0.123667
362,0.14587
363,0.115288
364,0.110748
365,0.0744867
366,0.0666503
367,0.0680953
368,0.0790865
369,0.0911697
370,0.197225
371,0.114354
372,0.127902
373,0.112426
374,0.0947423
375,0.0961904
376,0.100845
377,0.0787642
378,0.0692073
379,0.10975
380,0.156663
381,0.100479
382,0.0363195
383,0.0422412
384,0.0363332
385,0.045535
386,0.0369513
387,0.154067
388,0.0541675
389,0.050896
390,0.0453294
391,0.0634032
392,0.0379234
393,0.0482076
394,0.105077
395,0.128131
396,0.143793
397,0.127738
398,0.0882046
399,0.134059
400,0.0755214
401,0.0334508
402,0.0447558
403,0.0700067
404,0.24
405,0.128144
406,0.0887717
407,0.105445
408,0.0701911
409,0.0509374
410,0.0344802
411,0.0346742
412,0.0961872
413,0.0516455
414,0.0625594
415,0.0452149
416,0.0413465
417,0.038516
418,0.0454767
419,0.0324214
420,0.130206
421,0.0817421
422,0.0843012
423,0.0688617
424,0.0679341
425,0.0375365
426,0.0360873
427,0.0373149
428,0.0371951
429,0.12773
430,0.065427
431,0.0509013
432,0.0443965
433,0.0473033
434,0.046892
435,0.0431498
436,0.0548099
437,0.0933578
438,0.0555382
439,0.0412426
440,0.0494892
441,0.0570182
442,0.0918206
443,0.0587589
444,0.0523611
445,0.180355
446,0.144078
447,0.0875844
448,0.0936302
449,0.0918333
450,0.058127
451,0.062412
452,0.063752
453,0.054617
454,0.106711
455,0.072641
456,0.0537848
457,0.0588638
458,0.0490843
459,0.0445915
460,0.0391107
461,0.0373955
462,0.135968
463,0.0519116
464,0.0237974
465,0.0662623
466,0.0351184
467,0.0535039
468,0.0536618
469,0.02633
470,0.147957
471,0.0585172
472,0.0748715
473,0.0850687
474,0.118726
475,0.101336
476,0.125177
477,0.17493
478,0.18164
479,0.207676
480,0.222683
481,0.257832
482,0.325017
483,0.271076
484,0.303523
485,0.208916
486,0.209809
487,0.3347
488,0.247728
489,0.364456
490,0.357371
491,0.400794
492,0.488728
493,0.583784
494,0.46045
495,0.453677
496,0.412092
497,0.370645
498,0.421475
499,0.381631
500,0.534809
501,0.606569
502,0.544108
503,0.569749
504,0.55002
505,0.569957
506,0.570076
507,0.570584
508,0.543635
509,0.546315
510,0.541617
511,0.541871
512,0.549893
513,0.533284
514,0.552611
515,0.542965
516,0.568096
517,0.594062
518,0.607597
519,0.594044
520,0.585028
521,0.589073
522,0.588225
523,0.585422
524,0.599871
525,0.603059
526,0.606187
527,0.59671
528,0.605375
529,0.603373
530,0.611349
531,0.631066
532,0.629705
533,0.635983
534,0.6181
535,0.621912
536,0.637911
537,0.591418
538,0.582846
539,0.559637
540,0.529983
541,0.528454
542,0.500826
543,0.536584
544,0.589011
545,0.54071
546,0.560046
547,0.570257
548,0.579373
549,0.597488
550,0.599833
551,0.566628
552,0.601284
553,0.585985
554,0.559188
555,0.494929
556,0.533502
557,0.52151
558,0.516831
559,0.528827
560,0.504295
561,0.547693
562,0.529355
563,0.51789
564,0.514673
565,0.545761
566,0.556956
567,0.538283
568,0.588212
569,0.579518
570,0.545369
571,0.474589
572,0.548352
573,0.533804
574,0.501124
575,0.4847
576,0.513634
577,0.53211
578,0.5293
579,0.530429
580,0.537472
581,0.51032
582,0.494266
583,0.456569
584,0.497287
585,0.495854
586,0.488468
587,0.480838
588,0.437224
589,0.439258
590,0.42844
591,0.461388
592,0.453519
593,0.434748
594,0.404062
595,0.396635
596,0.359996
597,0.367711
598,0.358651
599,0.391755
600,0.409332
601,0.417275
602,0.437237
603,0.421894
604,0.410299
605,0.379707
606,0.36773
607,0.388761
608,0.391786
609,0.383541
610,0.377041
611,0.385106
612,0.353557
613,0.353622
614,0.323139
615,0.278553
616,0.267953
617,0.217312
618,0.188948
619,0.201201
620,0.203919
621,0.224584
622,0.224969
623,0.231622
624,0.265671
625,0.297187
626,0.303632
627,0.300522
628,0.354163
629,0.377416
630,0.361462
631,0.397678
632,0.436596
633,0.457484
634,0.461894
635,0.456816
636,0.441638
637,0.381129
638,0.387251
639,0.38856
640,0.369238
641,0.378446
642,0.369042
643,0.348599
644,0.323298
645,0.273228
646,0.25532
647,0.226708
648,0.231749
649,0.21948
650,0.179058
651,0.127825
652,0.0835051
653,0.0624035
654,0.0613678
655,0.041708
656,0.10085
657,0.0809725
658,0.0723304
659,0.0395666
660,0.0439851
661,0.0781579
662,0.0955988
663,0.0705484
664,0.0866472
665,0.0911591
666,0.0847019
667,0.0518989
668,0.0783519
669,0.0976851
670,0.186226
671,0.158097
672,0.239946
673,0.301146
674,0.349548
675,0.346293
676,0.375774
677,0.320034
678,0.315704
679,0.265767
680,0.303319
681,0.270453
682,0.268278
683,0.231313
684,0.198456
685,0.157494
686,0.127172
687,0.130365
688,0.0872579
689,0.0506458
690,0.0282191
691,0.0416285
692,0.0268421
693,0.0236893
694,0.0350473
695,0.0793653
696,0.0403224
697,0.0387863
698,0.0122803
699,0.0156006
700,0.0325338
701,0.0414621
702,0.0681281
703,0.0718099
704,0.145087
705,0.106811
706,0.154351
707,0.166101
708,0.210747
709,0.23666
710,0.241405
711,0.228779
712,0.254194
713,0.257171
714,0.26107
715,0.224754
716,0.239127
717,0.228294
718,0.204063
719,0.213584
720,0.214194
721,0.186323
722,0.185607
723,0.219269
724,0.219453
725,0.187336
726,0.167632
727,0.146057
728,0.119845
729,0.0928659
730,0.079218
731,0.0892689
732,0.112812
733,0.0890823
734,0.049274
735,0.0531445
736,0.0368856
737,0.099481
738,0.0516073
739,0.0354862
740,0.0457258
741,0.0457248
742,0.0354215
743,0.0352678
744,0.0318087
745,0.0812481
746,0.0379828
747,0.0628074
748,0.0166501
749,0.025165
750,0.0317196
751,0.0188679
752,0.018552
753,0.0196598
754,0.0607158
755,0.031797
756,0.0517452
757,0.0735071
758,0.109332
759,0.115478
760,0.137081
761,0.138523
762,0.180657
763,0.154327
764,0.154698
765,0.16769
766,0.185788
767,0.206267
768,0.197083
769,0.170931
770,0.162382
771,0.160545
772,0.148637
773,0.134587
774,0.131394
775,0.107785
776,0.106787
777,0.105989
778,0.0882385
779,0.105977
780,0.0677931
781,0.0594267
782,0.0439311
783,0.03088
784,0.032925
785,0.037175
786,0.0389825
787,0.0701689
788,0.0582553
789,0.0671327
790,0.0809968
791,0.0664966
792,0.0939822
793,0.0541972
794,0.0342395
795,0.0526484
796,0.069783
797,0.0968148
798,0.109244
799,0.103366
800,0.121934
801,0.121999
802,0.114453
803,0.106359
804,0.100064
805,0.0827831
806,0.0842662
807,0.0869759
808,0.0946055
809,0.0383231
810,0.017883
811,0.0144228
812,0.0675599
813,0.0659369
814,0.0663376
815,0.0829983
816,0.0829877
817,0.0910955
818,0.09084
819,0.0860334
820,0.0831669
821,0.066239
822,0.0540276
823,0.0380888
824,0.056221
825,0.0562443
826,0.0763504
827,0.0520802
828,0.063206
829,0.131076
830,0.0662263
831,0.0675345
832,0.0916785
833,0.0945907
834,0.0743584
835,0.0773479
836,0.0460513
837,0.0679235
838,0.0855182
839,0.101533
840,0.106219
841,0.131942
842,0.129748
843,0.144362
844,0.148811
845,0.146999
846,0.145532
847,0.162342
848,0.168633
849,0.158486
850,0.124507
851,0.0834022
852,0.0725456
853,0.0317663
854,0.0477284
855,0.0640976
856,0.0481991
857,0.044424
858,0.0418787
859,0.0504211
860,0.0558022
861,0.0430427
862,0.123904
863,0.0578567
864,0.0697904
865,0.075391
866,0.0778706
867,0.045147
868,0.0632283
869,0.0624417
870,0.133158
871,0.0605748
872,0.0563248
873,0.0582405
874,0.0310189
875,0.0440371
876,0.0795477
877,0.116313
878,0.11885
879,0.0903682
880,0.111399
881,0.161272
882,0.251664
883,0.278729
884,0.294217
885,0.283625
886,0.303438
887,0.30823
888,0.316282
889,0.313263
890,0.327567
891,0.273522
